"","source","target"
"757","EIF3I","RPS27"
"758","EIF3I","RPS28"
"759","EIF3I","RPS29"
"760","EIF3I","RPS3"
"761","EIF3I","RPS3A"
"762","EIF3I","RPS4X"
"763","EIF3I","RPS4Y1"
"764","EIF3I","RPS5"
"765","EIF3I","RPS6"
"766","EIF3I","RPS7"
"767","EIF3I","RPS8"
"768","EIF3I","RPS9"
"769","EIF3I","RPSA"
"770","EIF3I","RRP1"
"771","EIF3I","SNORA67"
"772","EIF3I","TRMT6"
"773","EIF3I","UBC"
"774","EIF3I","USP3"
"775","EIF3M","COPS4"
"776","EIF3M","COPS5"
"777","EIF3M","EIF3A"
"778","EIF3M","EIF3B"
"779","EIF3M","EIF3C"
"780","EIF3M","EIF3CL"
"781","EIF3M","EIF3D"
"782","EIF3M","EIF3E"
"783","EIF3M","EIF3F"
"784","EIF3M","EIF3G"
"785","EIF3M","EIF3H"
"786","EIF3M","EIF3I"
"787","EIF3M","EIF3J"
"788","EIF3M","EIF3K"
"789","EIF3M","EIF3L"
"790","EIF3M","NAA15"
"791","EIF3M","UBC"
"792","EIF4A3","ALYREF"
"793","EIF4A3","ARIH1"
"794","EIF4A3","CASC3"
"795","EIF4A3","CCDC174"
"796","EIF4A3","CDC5L"
"797","EIF4A3","CNOT1"
"798","EIF4A3","CNOT10"
"799","EIF4A3","CNOT11"
"800","EIF4A3","CNOT2"
"801","EIF4A3","CNOT4"
"802","EIF4A3","CNOT6"
"803","EIF4A3","CNOT6L"
"804","EIF4A3","CNOT7"
"805","EIF4A3","CNOT8"
"806","EIF4A3","CNOT9"
"807","EIF4A3","CWC22"
"808","EIF4A3","DHX15"
"809","EIF4A3","EFTUD2"
"810","EIF4A3","EIF4A2"
"811","EIF4A3","EIF4B"
"812","EIF4A3","EIF4E"
"813","EIF4A3","EIF4E2"
"814","EIF4A3","EIF4E3"
"815","EIF4A3","EIF4G1"
"816","EIF4A3","EIF4G3"
"817","EIF4A3","ETF1"
"818","EIF4A3","FAU"
"819","EIF4A3","GPX1"
"820","EIF4A3","HERC5"
"821","EIF4A3","HNRNPA1"
"822","EIF4A3","HNRNPC"
"823","EIF4A3","HNRNPU"
"824","EIF4A3","HRH1"
"825","EIF4A3","ILF2"
"826","EIF4A3","ISG15"
"827","EIF4A3","LBR"
"828","EIF4A3","MAGOH"
"829","EIF4A3","NAT1"
"830","EIF4A3","NCBP1"
"831","EIF4A3","NCBP2"
"832","EIF4A3","NOM1"
"833","EIF4A3","NXF1"
"834","EIF4A3","PAIP1"
"835","EIF4A3","PAN2"
"836","EIF4A3","PAN3"
"837","EIF4A3","PARN"
"838","EIF4A3","PDCD4"
"839","EIF4A3","POLDIP3"
"840","EIF4A3","PPP2CB"
"841","EIF4A3","PPP2R1A"
"842","EIF4A3","PPP2R2D"
"843","EIF4A3","PRPF19"
"844","EIF4A3","RALY"
"845","EIF4A3","RBM8A"
"846","EIF4A3","RBMX"
"847","EIF4A3","RLIM"
"848","EIF4A3","RNPS1"
"849","EIF4A3","RPL10A"
"850","EIF4A3","RPL11"
"851","EIF4A3","RPL12"
"852","EIF4A3","RPL13"
"853","EIF4A3","RPL13A"
"854","EIF4A3","RPL14"
"855","EIF4A3","RPL15"
"856","EIF4A3","RPL17"
"857","EIF4A3","RPL18"
"858","EIF4A3","RPL18A"
"859","EIF4A3","RPL19"
"860","EIF4A3","RPL21"
"861","EIF4A3","RPL22"
"862","EIF4A3","RPL23"
"863","EIF4A3","RPL23A"
"864","EIF4A3","RPL24"
"865","EIF4A3","RPL26"
"866","EIF4A3","RPL26L1"
"867","EIF4A3","RPL27"
"868","EIF4A3","RPL27A"
"869","EIF4A3","RPL28"
"870","EIF4A3","RPL29"
"871","EIF4A3","RPL3"
"872","EIF4A3","RPL30"
"873","EIF4A3","RPL31"
"874","EIF4A3","RPL32"
"875","EIF4A3","RPL34"
"876","EIF4A3","RPL35"
"877","EIF4A3","RPL35A"
"878","EIF4A3","RPL36"
"879","EIF4A3","RPL37"
"880","EIF4A3","RPL37A"
"881","EIF4A3","RPL38"
"882","EIF4A3","RPL39"
"883","EIF4A3","RPL4"
"884","EIF4A3","RPL41"
"885","EIF4A3","RPL5"
"886","EIF4A3","RPL6"
"887","EIF4A3","RPL7"
"888","EIF4A3","RPL8"
"889","EIF4A3","RPL9P7"
"890","EIF4A3","RPLP0P6"
"891","EIF4A3","RPLP2"
"892","EIF4A3","RPS10-NUDT3"
"893","EIF4A3","RPS11"
"894","EIF4A3","RPS12"
"895","EIF4A3","RPS13"
"896","EIF4A3","RPS14"
"897","EIF4A3","RPS15"
"898","EIF4A3","RPS15A"
"899","EIF4A3","RPS16"
"900","EIF4A3","RPS19"
"901","EIF4A3","RPS2"
"902","EIF4A3","RPS20"
"903","EIF4A3","RPS21"
"904","EIF4A3","RPS23"
"905","EIF4A3","RPS24"
"906","EIF4A3","RPS26"
"907","EIF4A3","RPS27"
"908","EIF4A3","RPS28"
"909","EIF4A3","RPS29"
"910","EIF4A3","RPS3"
"911","EIF4A3","RPS3A"
"912","EIF4A3","RPS4X"
"913","EIF4A3","RPS4Y1"
"914","EIF4A3","RPS5"
"915","EIF4A3","RPS6"
"916","EIF4A3","RPS7"
"917","EIF4A3","RPS8"
"918","EIF4A3","RPSA"
"919","EIF4A3","RRP1"
"920","EIF4A3","SF1"
"921","EIF4A3","SMAD4"
"922","EIF4A3","SMG1"
"923","EIF4A3","SMG5"
"924","EIF4A3","SMG6"
"925","EIF4A3","SMG7"
"926","EIF4A3","SMG8"
"927","EIF4A3","SMG9"
"928","EIF4A3","SNORA67"
"929","EIF4A3","SRRM1"
"930","EIF4A3","SRRM2"
"931","EIF4A3","SRSF1"
"932","EIF4A3","SRSF10"
"933","EIF4A3","SRSF3"
"934","EIF4A3","SRSF5"
"935","EIF4A3","SRSF7"
"936","EIF4A3","THRAP3"
"937","EIF4A3","UBC"
"938","EIF4A3","UBE2L6"
"939","EIF4A3","UPF1"
"940","EIF4A3","UPF2"
"941","EIF4A3","UPF3A"
"942","EIF4A3","UPF3B"
"943","EIF4E","AGO2"
"944","EIF4E","ALYREF"
"945","EIF4E","ARIH1"
"946","EIF4E","ATP7A"
"947","EIF4E","CASP1"
"948","EIF4E","CASP10"
"949","EIF4E","CASP2"
"950","EIF4E","CASP3"
"951","EIF4E","CASP4"
"952","EIF4E","CASP7"
"953","EIF4E","CASP8"
"954","EIF4E","CASP9"
"955","EIF4E","CCND1"
"956","EIF4E","CNOT1"
"957","EIF4E","CNOT10"
"958","EIF4E","CNOT11"
"959","EIF4E","CNOT2"
"960","EIF4E","CNOT4"
"961","EIF4E","CNOT6"
"962","EIF4E","CNOT6L"
"963","EIF4E","CNOT7"
"964","EIF4E","CNOT8"
"965","EIF4E","CNOT9"
"966","EIF4E","COX5B"
"967","EIF4E","CYFIP2"
"968","EIF4E","DDX3X"
"969","EIF4E","DDX3Y"
"970","EIF4E","DDX6"
"971","EIF4E","EGFR"
"972","EIF4E","EIF1"
"973","EIF4E","EIF1AX"
"974","EIF4E","EIF2S1"
"975","EIF4E","EIF2S2"
"976","EIF4E","EIF2S3"
"977","EIF4E","EIF3A"
"978","EIF4E","EIF3B"
"979","EIF4E","EIF3C"
"980","EIF4E","EIF3D"
"981","EIF4E","EIF3E"
"982","EIF4E","EIF3F"
"983","EIF4E","EIF3G"
"984","EIF4E","EIF3H"
"985","EIF4E","EIF3I"
"986","EIF4E","EIF3J"
"987","EIF4E","EIF3K"
"988","EIF4E","EIF4A2"
"989","EIF4E","EIF4A3"
"990","EIF4E","EIF4B"
"991","EIF4E","EIF4E2"
"992","EIF4E","EIF4E3"
"993","EIF4E","EIF4EBP1"
"994","EIF4E","EIF4EBP2"
"995","EIF4E","EIF4EBP3"
"996","EIF4E","EIF4G1"
"997","EIF4E","EIF4G3"
"998","EIF4E","EIF5"
"999","EIF4E","EIF5B"
"1000","EIF4E","ELAVL1"
"1001","EIF4E","ERBB3"
"1002","EIF4E","FAU"
"1003","EIF4E","G3BP1"
"1004","EIF4E","HERC5"
"1005","EIF4E","HNRNPA1"
"1006","EIF4E","HSPB1"
"1007","EIF4E","ISG15"
"1008","EIF4E","LRPPRC"
"1009","EIF4E","MAGOH"
"1010","EIF4E","MAPK14"
"1011","EIF4E","MAPK3"
"1012","EIF4E","MAPKAPK3"
"1013","EIF4E","MAX"
"1014","EIF4E","MKNK1"
"1015","EIF4E","MKNK2"
"1016","EIF4E","MLST8"
"1017","EIF4E","MTOR"
"1018","EIF4E","MYC"
"1019","EIF4E","NAT1"
"1020","EIF4E","NCBP1"
"1021","EIF4E","NCBP2"
"1022","EIF4E","NFKB1"
"1023","EIF4E","NFX1"
"1024","EIF4E","NUP107"
"1025","EIF4E","NUP133"
"1026","EIF4E","NUP153"
"1027","EIF4E","NUP155"
"1028","EIF4E","NUP160"
"1029","EIF4E","NUP188"
"1030","EIF4E","NUP205"
"1031","EIF4E","NUP210"
"1032","EIF4E","NUP214"
"1033","EIF4E","NUP35"
"1034","EIF4E","NUP37"
"1035","EIF4E","NUP43"
"1036","EIF4E","NUP50"
"1037","EIF4E","NUP54"
"1038","EIF4E","NUP62"
"1039","EIF4E","NUP85"
"1040","EIF4E","NUP88"
"1041","EIF4E","NUP93"
"1042","EIF4E","NXF1"
"1043","EIF4E","PABPC3"
"1044","EIF4E","PABPC4"
"1045","EIF4E","PAIP1"
"1046","EIF4E","PAN2"
"1047","EIF4E","PAN3"
"1048","EIF4E","PARN"
"1049","EIF4E","PIK3C2A"
"1050","EIF4E","PML"
"1051","EIF4E","PPP2R5D"
"1052","EIF4E","PRMT5"
"1053","EIF4E","PSMC4"
"1054","EIF4E","PTBP1"
"1055","EIF4E","PTBP2"
"1056","EIF4E","PTPA"
"1057","EIF4E","RAE1"
"1058","EIF4E","RGPD8"
"1059","EIF4E","RHEB"
"1060","EIF4E","RLIM"
"1061","EIF4E","RNMT"
"1062","EIF4E","RNPS1"
"1063","EIF4E","RPL10A"
"1064","EIF4E","RPL11"
"1065","EIF4E","RPL12"
"1066","EIF4E","RPL13"
"1067","EIF4E","RPL13A"
"1068","EIF4E","RPL14"
"1069","EIF4E","RPL15"
"1070","EIF4E","RPL17"
"1071","EIF4E","RPL18"
"1072","EIF4E","RPL18A"
"1073","EIF4E","RPL19"
"1074","EIF4E","RPL21"
"1075","EIF4E","RPL22"
"1076","EIF4E","RPL23"
"1077","EIF4E","RPL23A"
"1078","EIF4E","RPL24"
"1079","EIF4E","RPL26"
"1080","EIF4E","RPL26L1"
"1081","EIF4E","RPL27"
"1082","EIF4E","RPL27A"
"1083","EIF4E","RPL28"
"1084","EIF4E","RPL29"
"1085","EIF4E","RPL3"
"1086","EIF4E","RPL30"
"1087","EIF4E","RPL31"
"1088","EIF4E","RPL32"
"1089","EIF4E","RPL34"
"1090","EIF4E","RPL35"
"1091","EIF4E","RPL35A"
"1092","EIF4E","RPL36"
"1093","EIF4E","RPL37"
"1094","EIF4E","RPL37A"
"1095","EIF4E","RPL38"
"1096","EIF4E","RPL39"
"1097","EIF4E","RPL4"
"1098","EIF4E","RPL41"
"1099","EIF4E","RPL5"
"1100","EIF4E","RPL6"
"1101","EIF4E","RPL7"
"1102","EIF4E","RPL8"
"1103","EIF4E","RPL9P7"
"1104","EIF4E","RPLP0P6"
"1105","EIF4E","RPLP2"
"1106","EIF4E","RPS10-NUDT3"
"1107","EIF4E","RPS11"
"1108","EIF4E","RPS12"
"1109","EIF4E","RPS13"
"1110","EIF4E","RPS14"
"1111","EIF4E","RPS15"
"1112","EIF4E","RPS15A"
"1113","EIF4E","RPS16"
"1114","EIF4E","RPS19"
"1115","EIF4E","RPS2"
"1116","EIF4E","RPS20"
"1117","EIF4E","RPS21"
"1118","EIF4E","RPS23"
"1119","EIF4E","RPS24"
"1120","EIF4E","RPS26"
"1121","EIF4E","RPS27"
"1122","EIF4E","RPS28"
"1123","EIF4E","RPS29"
"1124","EIF4E","RPS3"
"1125","EIF4E","RPS3A"
"1126","EIF4E","RPS4X"
"1127","EIF4E","RPS4Y1"
"1128","EIF4E","RPS5"
"1129","EIF4E","RPS6"
"1130","EIF4E","RPS6KB1"
"1131","EIF4E","RPS7"
"1132","EIF4E","RPS8"
"1133","EIF4E","RPSA"
"1134","EIF4E","RRP1"
"1135","EIF4E","SLBP"
"1136","EIF4E","SNORA67"
"1137","EIF4E","SRA1"
"1138","EIF4E","SRRM1"
"1139","EIF4E","TPR"
"1140","EIF4E","TSC2"
"1141","EIF4E","TXN2"
"1142","EIF4E","UBC"
"1143","EIF4E","UBE2L6"
"1144","EIF4E","UPF1"
"1145","EIF4E","UPF3B"
"1146","EIF4E","VEGFA"
"1147","EIF4E","XRN1"
"1148","ENO1","ACLY"
"1149","ENO1","ALDOA"
"1150","ENO1","ALDOC"
"1151","ENO1","ARNT"
"1152","ENO1","GAPDH"
"1153","ENO1","GPI"
"1154","ENO1","HIF1A"
"1155","ENO1","ISG15"
"1156","ENO1","LDHA"
"1157","ENO1","LDHB"
"1158","ENO1","MAX"
"1159","ENO1","MDH1"
"1160","ENO1","MDH2"
"1161","ENO1","MYC"
"1162","ENO1","PFKL"
"1163","ENO1","PFKP"
"1164","ENO1","PGAM1"
"1165","ENO1","PGK1"
"1166","ENO1","PGM1"
"1167","ENO1","PKM"
"1168","ENO1","PLG"
"1169","ENO1","PPIA"
"1170","ENO1","PYGL"
"1171","ENO1","SLK"
"1172","ENO1","TPI1"
"1173","ENO1","UBC"
"1174","HIF1A","ABCB1"
"1175","HIF1A","ADM"
"1176","HIF1A","AKT1"
"1177","HIF1A","ALDOA"
"1178","HIF1A","ALOX5AP"
"1179","HIF1A","APEX1"
"1180","HIF1A","ARNT"
"1181","HIF1A","ARNTL"
"1182","HIF1A","ARSB"
"1183","HIF1A","ASPH"
"1184","HIF1A","ATM"
"1185","HIF1A","BCL2"
"1186","HIF1A","BHLHE40"
"1187","HIF1A","BHLHE41"
"1188","HIF1A","BIRC5"
"1189","HIF1A","BNIP3"
"1190","HIF1A","CCL4"
"1191","HIF1A","CD164"
"1192","HIF1A","CD2AP"
"1193","HIF1A","CDKN1A"
"1194","HIF1A","CEBPD"
"1195","HIF1A","CHD9"
"1196","HIF1A","CITED2"
"1197","HIF1A","CKLF"
"1198","HIF1A","COPS5"
"1199","HIF1A","CREB1"
"1200","HIF1A","CREBBP"
"1201","HIF1A","CTNNB1"
"1202","HIF1A","CUL2"
"1203","HIF1A","DDIT4"
"1204","HIF1A","EGFR"
"1205","HIF1A","EGLN1"
"1206","HIF1A","EGLN2"
"1207","HIF1A","EGLN3"
"1208","HIF1A","ELAVL1"
"1209","HIF1A","ELOB"
"1210","HIF1A","ELOC"
"1211","HIF1A","ENO1"
"1212","HIF1A","EP300"
"1213","HIF1A","ERLEC1"
"1214","HIF1A","ETS1"
"1215","HIF1A","FECH"
"1216","HIF1A","FURIN"
"1217","HIF1A","GK"
"1218","HIF1A","HDAC1"
"1219","HIF1A","HDAC2"
"1220","HIF1A","HDAC3"
"1221","HIF1A","HDAC4"
"1222","HIF1A","HDAC7"
"1223","HIF1A","HDAC9"
"1224","HIF1A","HELZ2"
"1225","HIF1A","HIF1AN"
"1226","HIF1A","HIPK2"
"1227","HIF1A","HK1"
"1228","HIF1A","HK2"
"1229","HIF1A","HLF"
"1230","HIF1A","HNF4A"
"1231","HIF1A","HSP90AA4P"
"1232","HIF1A","HSP90AB2P"
"1233","HIF1A","HSPA4"
"1234","HIF1A","HSPB1"
"1235","HIF1A","ID1"
"1236","HIF1A","ID2"
"1237","HIF1A","IGF1"
"1238","HIF1A","IKBKB"
"1239","HIF1A","IL1B"
"1240","HIF1A","ITGB2"
"1241","HIF1A","JUN"
"1242","HIF1A","KAT2B"
"1243","HIF1A","LAMP2"
"1244","HIF1A","LAP3"
"1245","HIF1A","LDHA"
"1246","HIF1A","LGALS3"
"1247","HIF1A","MAT2A"
"1248","HIF1A","MCL1"
"1249","HIF1A","MDM2"
"1250","HIF1A","MED1"
"1251","HIF1A","MET"
"1252","HIF1A","MGMT"
"1253","HIF1A","MTA3"
"1254","HIF1A","MTOR"
"1255","HIF1A","MYC"
"1256","HIF1A","NCOA1"
"1257","HIF1A","NCOA2"
"1258","HIF1A","NCOA6"
"1259","HIF1A","NCOR1"
"1260","HIF1A","NDRG1"
"1261","HIF1A","NOTCH1"
"1262","HIF1A","NPM1"
"1263","HIF1A","OS9"
"1264","HIF1A","P4HB"
"1265","HIF1A","PFKFB3"
"1266","HIF1A","PFKL"
"1267","HIF1A","PGM1"
"1268","HIF1A","PKM"
"1269","HIF1A","PLIN2"
"1270","HIF1A","PPARA"
"1271","HIF1A","PRDX1"
"1272","HIF1A","PSMA7"
"1273","HIF1A","PTENP1"
"1274","HIF1A","PTGS2"
"1275","HIF1A","RAC1"
"1276","HIF1A","RACK1"
"1277","HIF1A","RBMS1"
"1278","HIF1A","RBX1"
"1279","HIF1A","RECK"
"1280","HIF1A","RELA"
"1281","HIF1A","RORA"
"1282","HIF1A","RPS6KB1"
"1283","HIF1A","RWDD3"
"1284","HIF1A","SAT2"
"1285","HIF1A","SIRT2"
"1286","HIF1A","SLC2A1"
"1287","HIF1A","SLC2A14"
"1288","HIF1A","SLC2A3"
"1289","HIF1A","SMAD3"
"1290","HIF1A","SMAD4"
"1291","HIF1A","SP1"
"1292","HIF1A","SRA1"
"1293","HIF1A","STAT1"
"1294","HIF1A","STAT3"
"1295","HIF1A","STAT5B"
"1296","HIF1A","SUMO1"
"1297","HIF1A","SUMO3"
"1298","HIF1A","TBL1X"
"1299","HIF1A","TBL1XR1"
"1300","HIF1A","TF"
"1301","HIF1A","TFRC"
"1302","HIF1A","TGS1"
"1303","HIF1A","TP53"
"1304","HIF1A","UBC"
"1305","HIF1A","UBE2A"
"1306","HIF1A","UBE2D1"
"1307","HIF1A","UBE2D3"
"1308","HIF1A","UBXN7"
"1309","HIF1A","USP33"
"1310","HIF1A","VASP"
"1311","HIF1A","VEGFA"
"1312","HIF1A","VHL"
"1313","HIF1A","VMP1"
"1314","HIF1A","XPA"
"1315","HIF1A","XPC"
"1316","HSPA4","ABL1"
"1317","HSPA4","AHSA1"
"1318","HSPA4","AKT1"
"1319","HSPA4","APAF1"
"1320","HSPA4","APOBEC3G"
"1321","HSPA4","BAG1"
"1322","HSPA4","BAG3"
"1323","HSPA4","BAG5"
"1324","HSPA4","CCT4"
"1325","HSPA4","CCT5"
"1326","HSPA4","CD40"
"1327","HSPA4","CDC37L1"
"1328","HSPA4","CDK1"
"1329","HSPA4","CDK5RAP3"
"1330","HSPA4","DNAAF2"
"1331","HSPA4","DNAJA2"
"1332","HSPA4","DNAJA3"
"1333","HSPA4","DNAJA4"
"1334","HSPA4","DNAJB1"
"1335","HSPA4","DNAJB11"
"1336","HSPA4","DNAJB12"
"1337","HSPA4","DNAJB14"
"1338","HSPA4","DNAJB2"
"1339","HSPA4","DNAJB4"
"1340","HSPA4","DNAJB6"
"1341","HSPA4","DNAJB9"
"1342","HSPA4","DNAJC10"
"1343","HSPA4","DNAJC18"
"1344","HSPA4","DNAJC19"
"1345","HSPA4","DNAJC3"
"1346","HSPA4","DNAJC4"
"1347","HSPA4","DNAJC7"
"1348","HSPA4","DUSP12"
"1349","HSPA4","EGFR"
"1350","HSPA4","FOS"
"1351","HSPA4","GRPEL1"
"1352","HSPA4","GRPEL2"
"1353","HSPA4","GSK3B"
"1354","HSPA4","GZMB"
"1355","HSPA4","HIF1A"
"1356","HSPA4","HNRNPD"
"1357","HSPA4","HSCB"
"1358","HSPA4","HSF1"
"1359","HSPA4","HSP90AA4P"
"1360","HSPA4","HSP90AB2P"
"1361","HSPA4","HSPA5"
"1362","HSPA4","HSPA8"
"1363","HSPA4","HSPB1"
"1364","HSPA4","HSPBP1"
"1365","HSPA4","HSPD1"
"1366","HSPA4","HSPE1"
"1367","HSPA4","ICAM1"
"1368","HSPA4","IKBKG"
"1369","HSPA4","IL1B"
"1370","HSPA4","ISCU"
"1371","HSPA4","MAX"
"1372","HSPA4","MCL1"
"1373","HSPA4","MIR3652"
"1374","HSPA4","MKKS"
"1375","HSPA4","MYC"
"1376","HSPA4","NCL"
"1377","HSPA4","NFAT5"
"1378","HSPA4","PARK7"
"1379","HSPA4","PINK1"
"1380","HSPA4","PRNP"
"1381","HSPA4","PTPN11"
"1382","HSPA4","RBMS1"
"1383","HSPA4","RCOR1"
"1384","HSPA4","RPSA"
"1385","HSPA4","RUVBL1"
"1386","HSPA4","SMAD2"
"1387","HSPA4","SMAD3"
"1388","HSPA4","SMG1"
"1389","HSPA4","SOD1"
"1390","HSPA4","ST14"
"1391","HSPA4","STAT1"
"1392","HSPA4","STAT3"
"1393","HSPA4","STIP1"
"1394","HSPA4","STUB1"
"1395","HSPA4","SUGT1"
"1396","HSPA4","TCP1"
"1397","HSPA4","TIMM44"
"1398","HSPA4","TLR7"
"1399","HSPA4","TP53"
"1400","HSPA4","TRAF6"
"1401","HSPA4","TRAP1"
"1402","HSPA4","TTC1"
"1403","HSPA4","UBC"
"1404","HSPA4","UBE3A"
"1405","HSPA4","VCP"
"1406","HSPA4","WDTC1"
"1407","ILF2","ADAR"
"1408","ILF2","DHX9"
"1409","ILF2","EIF4A3"
"1410","ILF2","ILF3"
"1411","ILF2","MAGOH"
"1412","ILF2","PRKDC"
"1413","ILF2","UBC"
"1414","ILF2","XRCC5"
"1415","ILF2","YBX1"
"1416","ILF2","ZFR"
"1417","LSM3","CLNS1A"
"1418","LSM3","CRNKL1"
"1419","LSM3","DCP2"
"1420","LSM3","EDC4"
"1421","LSM3","LSM1"
"1422","LSM3","LSM10"
"1423","LSM3","LSM2"
"1424","LSM3","LSM5"
"1425","LSM3","LSM6"
"1426","LSM3","LSM7"
"1427","LSM3","NAA38"
"1428","LSM3","PATL1"
"1429","LSM3","PRPF3"
"1430","LSM3","PRPF4"
"1431","LSM3","PRPF6"
"1432","LSM3","PRPF8"
"1433","LSM3","SART1"
"1434","LSM3","SART3"
"1435","LSM3","SF3B1"
"1436","LSM3","SNRPB"
"1437","LSM3","SNRPD1"
"1438","LSM3","SNRPD3"
"1439","LSM3","SNRPE"
"1440","LSM3","SNRPG"
"1441","LSM3","SNRPN"
"1442","LSM3","TXNL4A"
"1443","LSM3","XRN1"
"1444","LSM3","YBX1"
"1445","LSM7","CRNKL1"
"1446","LSM7","DCP2"
"1447","LSM7","DDX6"
"1448","LSM7","EDC4"
"1449","LSM7","LSM1"
"1450","LSM7","LSM10"
"1451","LSM7","LSM2"
"1452","LSM7","LSM3"
"1453","LSM7","LSM5"
"1454","LSM7","LSM6"
"1455","LSM7","NAA38"
"1456","LSM7","PATL1"
"1457","LSM7","PRPF3"
"1458","LSM7","PRPF4"
"1459","LSM7","PRPF6"
"1460","LSM7","PRPF8"
"1461","LSM7","SART1"
"1462","LSM7","SART3"
"1463","LSM7","SNRPB"
"1464","LSM7","SNRPD1"
"1465","LSM7","SNRPD2"
"1466","LSM7","SNRPD3"
"1467","LSM7","SNRPF"
"1468","LSM7","SNRPN"
"1469","LSM7","TACC1"
"1470","LSM7","TXNL4A"
"1471","LSM7","TXNL4B"
"1472","LSM7","UBC"
"1473","LSM7","USP4"
"1474","LSM7","WDR44"
"1475","LSM7","XRN1"
"1476","LSM7","ZMAT2"
"1477","NDUFA1","CYC1"
"1478","NDUFA1","CYCS"
"1479","NDUFA1","MT-CYB"
"1480","NDUFA1","MT-ND1"
"1481","NDUFA1","MT-ND2"
"1482","NDUFA1","MT-ND3"
"1483","NDUFA1","MT-ND4"
"1484","NDUFA1","MT-ND4L"
"1485","NDUFA1","MT-ND5"
"1486","NDUFA1","MT-ND6"
"1487","NDUFA1","NDUFA10"
"1488","NDUFA1","NDUFA11"
"1489","NDUFA1","NDUFA12"
"1490","NDUFA1","NDUFA13"
"1491","NDUFA1","NDUFA2"
"1492","NDUFA1","NDUFA4"
"1493","NDUFA1","NDUFA5"
"1494","NDUFA1","NDUFA6"
"1495","NDUFA1","NDUFA7"
"1496","NDUFA1","NDUFA8"
"1497","NDUFA1","NDUFA9"
"1498","NDUFA1","NDUFAB1"
"1499","NDUFA1","NDUFB1"
"1500","NDUFA1","NDUFB10"
"1501","NDUFA1","NDUFB11"
